season,daynum,wteam,lteam,slot,host,lat,lng
2015,139,1181,1361,R2X1,charlotte,35.2269,-80.8433
2015,139,1211,1234,R2X2,seattle,47.6097,-122.3331
2015,139,1455,1242,R2Y2,omaha,41.25,-96
2015,139,1452,1268,R2Y4,columbus,39.9833,-82.9833
2015,139,1458,1332,R2Z1,omaha,41.25,-96
2015,143,1246,1452,R3Y1,cleveland,41.4964,-81.6881
2015,143,1323,1455,R3Y2,cleveland,41.4964,-81.6881
2015,143,1458,1314,R3Z1,los_angeles,34.05,-118.25
2015,143,1112,1462,R3Z2,los_angeles,34.05,-118.25
2015,144,1257,1301,R3W1,syracuse,43.0469,-76.1444
2015,144,1277,1328,R3W2,syracuse,43.0469,-76.1444
2015,144,1181,1428,R3X1,houston,29.7604,-95.3698
2015,144,1211,1417,R3X2,houston,29.7604,-95.3698
2015,145,1246,1323,R4Y1,cleveland,41.4964,-81.6881
2015,145,1458,1112,R4Z1,los_angeles,34.05,-118.25
2015,146,1277,1257,R4W1,syracuse,43.0469,-76.1444
2015,146,1181,1211,R4X1,houston,29.7604,-95.3698
2015,152,1181,1277,R5WX,indianapolis,39.791,-86.148
2015,152,1458,1246,R5YZ,indianapolis,39.791,-86.148
2015,154,1181,1458,R6CH,indianapolis,39.791,-86.148
2016,134,1195,1192,W16,dayton,39.7594,-84.1917
2016,134,1455,1435,Y11,dayton,39.7594,-84.1917
2016,135,1276,1409,W11,dayton,39.7594,-84.1917
2016,135,1221,1380,Z16,dayton,39.7594,-84.1917
2016,136,1314,1195,R1W1,raleigh,35.7806,-78.6389
2016,136,1246,1392,R1W4,des_moines,41.6005,-93.6091
2016,136,1231,1151,R1W5,des_moines,41.6005,-93.6091
2016,136,1344,1425,R1W8,raleigh,35.7806,-78.6389
2016,136,1438,1214,R1X1,raleigh,35.7806,-78.6389
2016,136,1428,1201,R1X3,denver,39.7392,-104.9903
2016,136,1235,1233,R1X4,denver,39.7392,-104.9903
2016,136,1114,1345,R1X5,denver,39.7392,-104.9903
2016,136,1211,1371,R1X6,denver,39.7392,-104.9903
2016,136,1139,1403,R1X8,raleigh,35.7806,-78.6389
2016,136,1242,1122,R1Y1,des_moines,41.6005,-93.6091
2016,136,1274,1138,R1Y3,providence,41.8236,-71.4222
2016,136,1455,1112,R1Y6,providence,41.8236,-71.4222
2016,136,1163,1160,R1Y8,des_moines,41.6005,-93.6091
2016,136,1181,1423,R1Z4,providence,41.8236,-71.4222
2016,136,1463,1124,R1Z5,providence,41.8236,-71.4222
2016,137,1462,1451,R1W2,st_louis,38.6272,-90.1978
2016,137,1372,1452,R1W3,brooklyn,40.6827,-73.9753
2016,137,1323,1276,R1W6,brooklyn,40.6827,-73.9753
2016,137,1458,1338,R1W7,st_louis,38.6272,-90.1978
2016,137,1292,1277,R1X2,st_louis,38.6272,-90.1978
2016,137,1393,1173,R1X7,st_louis,38.6272,-90.1978
2016,137,1437,1421,R1Y2,brooklyn,40.6827,-73.9753
2016,137,1218,1143,R1Y4,spokane,47.6589,-117.425
2016,137,1268,1355,R1Y5,spokane,47.6589,-117.425
2016,137,1234,1396,R1Y7,brooklyn,40.6827,-73.9753
2016,137,1332,1221,R1Z1,spokane,47.6589,-117.425
2016,137,1328,1167,R1Z2,oklahoma_city,35.4822,-97.535
2016,137,1401,1453,R1Z3,oklahoma_city,35.4822,-97.535
2016,137,1320,1400,R1Z6,oklahoma_city,35.4822,-97.535
2016,137,1433,1333,R1Z7,oklahoma_city,35.4822,-97.535
2016,137,1386,1153,R1Z8,spokane,47.6589,-117.425
2016,138,1314,1344,R2W1,raleigh,35.7806,-78.6389
2016,138,1231,1246,R2W4,des_moines,41.6005,-93.6091
2016,138,1438,1139,R2X1,raleigh,35.7806,-78.6389
2016,138,1211,1428,R2X3,denver,39.7392,-104.9903
2016,138,1235,1114,R2X4,denver,39.7392,-104.9903
2016,138,1242,1163,R2Y1,des_moines,41.6005,-93.6091
2016,138,1274,1455,R2Y3,providence,41.8236,-71.4222
2016,138,1181,1463,R2Z4,providence,41.8236,-71.4222
2016,139,1458,1462,R2W2,st_louis,38.6272,-90.1978
2016,139,1323,1372,R2W3,brooklyn,40.6827,-73.9753
2016,139,1393,1292,R2X2,st_louis,38.6272,-90.1978
2016,139,1437,1234,R2Y2,brooklyn,40.6827,-73.9753
2016,139,1268,1218,R2Y4,spokane,47.6589,-117.425
2016,139,1332,1386,R2Z1,spokane,47.6589,-117.425
2016,139,1328,1433,R2Z2,oklahoma_city,35.4822,-97.535
2016,139,1401,1320,R2Z3,oklahoma_city,35.4822,-97.535
2016,143,1242,1268,R3Y1,louisville,38.25,-85.7667
2016,143,1437,1274,R3Y2,louisville,38.25,-85.7667
2016,143,1332,1181,R3Z1,anaheim,33.8361,-117.8897
2016,143,1328,1401,R3Z2,anaheim,33.8361,-117.8897
2016,144,1314,1231,R3W1,philadelphia,39.95,-75.1667
2016,144,1323,1458,R3W2,philadelphia,39.95,-75.1667
2016,144,1438,1235,R3X1,chicago,41.8369,-87.6847
2016,144,1393,1211,R3X2,chicago,41.8369,-87.6847
2016,145,1437,1242,R4Y1,louisville,38.25,-85.7667
2016,145,1328,1332,R4Z1,anaheim,33.8361,-117.8897
2016,146,1314,1323,R4W1,philadelphia,39.95,-75.1667
2016,146,1393,1438,R4X1,chicago,41.8369,-87.6847
2016,152,1314,1393,R5WX,houston,29.7604,-95.3698
2016,152,1437,1328,R5YZ,houston,29.7604,-95.3698
2016,154,1437,1314,R6CH,houston,29.7604,-95.3698
